#!/home/hb478/.local/bin/rebench CollectRunTimes.conf
# Execution Start: 2025-03-17T22:49:27.740563+00:00
# Environment: {"userName": "hb478", "manualRun": true, "hostName": "LIN-HB478-1", "osType": "Linux", "memory": 16264884224, "denoise": {}, "cpu": "Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz", "clockSpeed": 3300000000, "software": [{"name": "kernel", "version": "#1 SMP PREEMPT_DYNAMIC Tue Nov 26 17:24:29 UTC 2024"}, {"name": "kernel-release", "version": "5.14.0-503.15.1.el9_5.x86_64"}, {"name": "architecture", "version": "x86_64"}]}
# Source: {"repoURL": "https://github.com/HumphreyHCB/GTResearchExperiments.git", "branchOrTag": "main", "commitId": "c5172f1ec769c9df723c5a3be76ff4bea219ddae", "commitMsg": "Extreamly useful Scripts and readers for all the RawData\n", "authorName": "Humphrey Burchell", "committerName": "Humphrey Burchell", "authorEmail": "humphreyburchell@gmail.com", "committerEmail": "humphreyburchell@gmail.com"}
invocation	iteration	value	unit	criterion	benchmark	executor	suite	extraArgs	cores	inputSize	varValue	machine
1	98	232.688000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	99	232.336000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	100	232.422000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	101	232.603000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	102	233.111000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	103	232.684000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	104	232.636000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	105	232.462000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	106	233.064000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	107	232.615000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	108	232.627000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	109	232.958000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	110	232.425000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	111	232.587000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	112	232.402000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	113	232.868000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	114	232.265000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	115	232.390000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	116	233.206000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	117	232.895000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	118	232.771000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	119	232.714000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	120	233.002000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	121	232.520000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	122	232.941000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	123	238.762000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	124	232.690000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	125	232.940000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	126	232.571000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	127	238.971000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	128	233.935000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	129	249.876000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	130	233.289000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	131	233.951000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	132	233.392000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	133	232.895000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	134	233.697000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	135	232.919000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	136	232.789000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	137	232.746000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	138	233.087000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	139	232.616000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	140	232.705000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	141	232.489000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	142	233.423000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	143	232.458000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	144	231.952000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	145	233.253000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	146	232.605000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	147	232.788000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	148	232.698000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	149	233.474000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	150	232.831000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	151	232.941000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	152	233.349000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	153	232.854000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	154	232.647000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	155	232.816000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	156	233.286000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	157	232.511000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	158	232.636000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	159	232.016000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	160	233.308000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	161	232.818000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	162	232.938000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	163	233.257000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	164	232.681000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	165	232.624000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	166	232.585000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	167	233.061000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	168	232.887000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	169	232.417000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	170	232.999000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	171	232.825000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	172	232.515000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	173	232.602000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	174	233.176000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	175	232.732000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	176	232.886000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	177	232.627000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	178	232.993000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	179	232.407000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	180	232.426000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	181	233.376000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	182	233.122000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	183	232.665000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	184	232.605000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	185	233.198000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	186	233.003000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	187	232.573000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	188	232.427000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	189	233.441000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	190	232.806000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	191	232.021000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	192	232.753000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	193	232.225000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	194	232.386000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	195	232.261000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	196	233.151000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	197	232.567000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	198	232.911000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	199	233.168000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	200	232.435000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	201	232.542000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	202	232.624000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	203	233.247000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	204	232.464000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	205	232.539000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	206	232.120000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	207	233.205000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	208	232.667000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	209	232.556000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	210	233.215000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	211	232.589000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	212	232.377000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	213	232.030000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	214	232.798000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	215	232.729000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	216	232.884000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	217	233.003000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	218	232.700000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	219	232.589000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	220	232.806000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	221	232.924000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	222	232.385000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	223	232.503000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	224	232.572000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	225	233.187000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	226	232.476000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	227	232.765000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	228	232.820000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	229	232.605000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	230	233.513000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	231	232.678000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	232	233.130000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	233	232.564000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	234	232.497000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	235	233.036000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	236	232.696000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	237	232.984000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	238	232.705000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	239	233.154000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	240	232.714000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	241	232.815000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	242	233.097000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	243	233.103000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	244	232.926000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	245	232.700000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	246	233.393000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	247	232.524000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	248	231.964000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	249	232.903000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	250	232.735000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	251	232.417000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	252	232.482000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	253	233.254000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	254	232.249000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	255	231.990000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	256	232.124000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	257	232.307000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	258	232.452000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	259	232.336000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	260	231.998000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	261	233.256000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	262	232.369000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	263	232.552000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	264	232.407000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	265	232.420000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	266	232.557000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	267	232.942000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	268	233.224000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	269	232.591000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	270	232.671000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	271	233.113000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	272	233.005000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	273	232.728000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	274	234.707000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	275	233.145000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	276	232.468000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	277	232.611000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	278	232.559000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	279	233.155000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	280	232.833000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	281	232.501000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	282	233.213000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	283	232.809000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	284	232.536000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	285	233.014000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	286	233.300000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	287	232.760000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	288	234.550000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	289	232.578000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	290	232.527000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	291	231.870000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	292	232.465000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	293	232.888000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	294	232.474000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	295	232.386000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	296	232.727000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	297	232.811000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	298	232.739000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	299	232.596000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	300	233.220000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	301	232.394000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	302	232.407000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	303	232.851000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	304	233.200000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	305	232.318000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	306	232.678000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	307	233.250000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	308	232.555000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	309	232.797000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	310	232.393000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	311	232.782000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	312	232.679000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	313	232.112000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	314	232.191000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	315	232.995000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	316	232.645000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	317	232.270000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	318	233.037000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	319	232.763000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	320	232.793000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	321	232.722000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	322	233.317000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	323	232.679000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	324	232.972000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	325	232.958000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	326	232.740000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	327	232.523000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	328	232.527000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	329	233.485000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	330	232.737000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	331	232.708000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	332	232.674000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	333	233.271000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	334	232.701000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	335	232.317000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	336	233.235000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	337	232.702000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	338	232.364000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	339	232.532000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
1	340	232.622000	ms	total	Storage	Runner	Slowdown-50	1800	1		3	
