#!/home/hb478/.local/bin/rebench CollectRunTimes.conf
# Execution Start: 2025-03-17T22:37:43.940974+00:00
# Environment: {"userName": "hb478", "manualRun": true, "hostName": "LIN-HB478-1", "osType": "Linux", "memory": 16264888320, "denoise": {}, "cpu": "Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz", "clockSpeed": 3300000000, "software": [{"name": "kernel", "version": "#1 SMP PREEMPT_DYNAMIC Tue Nov 26 17:24:29 UTC 2024"}, {"name": "kernel-release", "version": "5.14.0-503.15.1.el9_5.x86_64"}, {"name": "architecture", "version": "x86_64"}]}
# Source: {"repoURL": "https://github.com/HumphreyHCB/GTResearchExperiments.git", "branchOrTag": "main", "commitId": "c5172f1ec769c9df723c5a3be76ff4bea219ddae", "commitMsg": "Extreamly useful Scripts and readers for all the RawData\n", "authorName": "Humphrey Burchell", "committerName": "Humphrey Burchell", "authorEmail": "humphreyburchell@gmail.com", "committerEmail": "humphreyburchell@gmail.com"}
invocation	iteration	value	unit	criterion	benchmark	executor	suite	extraArgs	cores	inputSize	varValue	machine
1	30	304.300000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	31	297.146000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	32	292.205000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	33	291.814000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	34	714.133000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	35	291.398000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	36	292.880000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	37	306.627000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	38	304.608000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	39	317.545000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	40	291.466000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	41	291.430000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	42	292.458000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	43	294.397000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	44	293.289000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	45	304.097000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	46	325.485000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	47	291.841000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	48	291.399000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	49	291.250000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	50	292.044000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	51	291.130000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	52	293.160000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	53	293.503000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	54	298.793000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	55	291.411000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	56	323.293000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	57	291.860000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	58	291.914000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	59	291.365000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	60	291.494000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	61	297.244000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	62	308.736000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	63	298.661000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	64	303.952000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	65	291.356000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	66	291.448000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	67	291.675000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	68	294.488000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	69	293.502000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	70	307.043000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	71	291.249000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	72	292.246000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	73	306.164000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	74	291.420000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	75	291.713000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	76	291.072000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	77	292.876000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	78	296.911000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	79	293.903000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	80	294.443000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	81	291.313000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	82	291.712000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	83	297.735000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	84	296.799000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	85	292.708000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	86	301.271000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	87	304.909000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	88	298.238000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	89	292.050000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	90	313.491000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	91	291.736000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	92	291.690000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	93	292.322000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	94	293.494000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	95	297.836000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	96	291.720000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	97	292.069000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	98	291.394000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	99	291.481000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	100	291.135000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	101	291.753000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	102	310.103000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	103	295.229000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	104	291.510000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	105	290.766000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	106	292.074000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	107	299.637000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	108	291.995000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	109	291.634000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	110	293.281000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	111	297.102000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	112	291.467000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	113	291.801000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	114	291.620000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	115	293.378000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	116	291.508000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	117	294.179000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	118	331.622000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	119	303.171000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	120	291.200000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	121	291.278000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	122	293.723000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	123	300.577000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	124	296.101000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	125	291.007000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	126	292.894000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	127	301.113000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	128	295.922000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	129	294.038000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	130	295.480000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	131	291.240000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	132	291.887000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	133	291.504000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	134	319.526000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	135	293.207000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	136	294.178000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	137	292.605000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	138	291.772000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	139	291.108000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	140	293.113000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	141	291.956000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	142	291.696000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	143	293.562000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	144	295.382000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	145	290.997000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	146	291.628000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	147	291.764000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	148	291.599000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	149	291.565000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	150	291.077000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	151	292.868000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	152	297.194000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	153	291.617000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	154	291.218000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	155	290.920000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	156	291.172000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	157	293.597000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	158	293.356000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	159	292.922000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	160	302.468000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	161	304.225000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	162	304.831000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	163	304.209000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	164	306.412000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	165	291.389000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	166	291.289000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	167	292.596000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	168	297.674000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	169	291.694000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	170	291.433000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	171	291.330000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	172	291.760000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	173	291.495000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	174	292.510000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	175	292.179000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	176	293.373000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	177	294.696000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	178	291.634000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	179	291.311000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	180	291.003000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	181	291.361000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	182	291.779000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	183	291.935000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	184	293.494000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	185	308.709000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	186	304.433000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	187	304.670000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	188	296.673000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	189	291.561000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	190	291.693000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	191	310.859000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	192	293.254000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	193	305.139000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	194	291.208000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	195	291.125000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	196	291.198000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	197	291.832000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	198	291.629000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	199	291.450000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	200	294.055000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	201	309.371000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	202	291.749000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	203	291.651000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	204	291.013000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	205	291.020000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	206	291.672000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	207	291.445000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	208	296.125000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	209	298.927000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	210	291.247000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	211	291.536000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	212	291.556000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	213	291.252000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	214	291.652000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	215	291.229000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	216	291.988000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	217	293.499000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	218	294.541000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	219	291.211000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	220	290.834000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	221	291.264000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	222	291.745000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	223	291.411000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	224	291.422000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	225	295.212000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	226	296.546000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	227	291.663000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	228	291.495000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	229	291.233000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	230	291.227000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	231	291.755000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	232	291.613000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	233	293.216000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	234	304.769000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	235	303.574000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	236	310.892000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	237	291.863000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	238	291.377000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	239	292.168000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	240	291.115000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	241	292.184000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	242	300.275000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	243	291.589000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	244	291.540000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	245	291.254000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	246	291.124000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	247	291.999000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	248	291.450000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	249	333.583000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	250	293.307000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	251	300.273000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	252	291.917000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	253	291.835000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	254	291.234000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	255	291.215000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	256	291.019000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	257	292.295000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	258	293.539000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	259	312.970000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	260	291.198000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	261	291.843000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	262	291.617000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	263	291.680000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	264	291.619000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	265	291.545000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	266	293.321000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	267	296.257000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	268	291.447000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	269	291.470000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	270	290.767000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	271	291.479000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	272	291.750000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	273	291.198000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	274	292.638000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	275	303.881000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	276	294.332000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	277	294.051000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	278	291.637000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	279	291.614000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	280	291.605000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	281	291.321000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	282	293.124000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	283	298.315000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	284	295.308000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	285	291.175000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	286	295.107000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	287	294.394000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	288	291.932000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	289	291.454000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	290	291.834000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	291	293.617000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	292	294.051000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
1	293	294.063000	ms	total	Havlak	Runner	Slowdown-Havlak-50	15000	1		1	
