#!/home/hb478/.local/bin/rebench TestYourKitSelectiveBlockSlowdown.conf
# Execution Start: 2025-03-01T08:16:45.263645+00:00
# Environment: {"userName": "hb478", "manualRun": true, "hostName": "LIN-HB478-1", "osType": "Linux", "memory": 16264867840, "denoise": {}, "cpu": "Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz", "clockSpeed": 3300000000, "software": [{"name": "kernel", "version": "#1 SMP PREEMPT_DYNAMIC Tue Nov 26 17:24:29 UTC 2024"}, {"name": "kernel-release", "version": "5.14.0-503.15.1.el9_5.x86_64"}, {"name": "architecture", "version": "x86_64"}]}
# Source: {"repoURL": "https://github.com/HumphreyHCB/GTResearchExperiments.git", "branchOrTag": "main", "commitId": "c5172f1ec769c9df723c5a3be76ff4bea219ddae", "commitMsg": "Extreamly useful Scripts and readers for all the RawData\n", "authorName": "Humphrey Burchell", "committerName": "Humphrey Burchell", "authorEmail": "humphreyburchell@gmail.com", "committerEmail": "humphreyburchell@gmail.com"}
invocation	iteration	value	unit	criterion	benchmark	executor	suite	extraArgs	cores	inputSize	varValue	machine
1	117	195.530000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	118	195.075000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	119	195.277000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	120	195.134000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	121	195.162000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	122	195.984000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	123	194.745000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	124	194.654000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	125	194.596000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	126	197.444000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	127	195.265000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	128	194.549000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	129	195.137000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	130	194.859000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	131	195.975000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	132	196.254000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	133	194.886000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	134	196.193000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	135	194.925000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	136	194.902000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	137	195.211000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	138	194.863000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	139	194.980000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	140	194.946000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	141	195.157000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	142	195.812000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	143	195.389000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	144	195.386000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	145	195.515000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	146	197.966000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	147	195.605000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	148	195.648000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	149	194.802000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	150	195.046000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	151	195.108000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	152	194.935000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	153	195.899000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	154	195.099000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	155	194.920000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	156	194.858000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	157	195.060000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	158	195.790000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	159	194.058000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	160	194.115000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	161	193.940000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	162	194.201000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	163	195.346000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	164	195.510000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	165	195.097000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	166	196.726000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	167	194.900000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	168	196.662000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	169	195.806000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	170	195.330000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	171	194.197000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	172	197.596000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	173	194.667000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	174	194.505000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	175	194.568000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	176	194.509000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	177	194.544000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	178	194.559000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	179	193.935000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	180	193.940000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	181	194.077000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	182	194.008000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	183	194.470000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	184	194.213000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	185	194.093000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	186	196.375000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	187	193.509000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	188	193.178000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	189	195.167000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	190	194.834000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	191	194.907000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	192	195.176000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	193	194.432000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	194	194.493000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	195	194.359000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	196	194.405000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	197	194.656000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	198	194.312000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	199	194.870000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	200	194.791000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	201	194.902000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	202	194.923000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	203	194.791000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	204	194.328000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	205	194.179000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	206	196.235000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	207	193.609000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	208	193.480000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	209	193.844000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	210	194.148000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	211	194.185000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	212	194.552000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	213	194.313000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	214	194.352000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	215	194.149000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	216	194.156000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	217	194.428000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	218	194.382000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	219	194.621000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	220	194.981000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	221	194.575000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	222	194.582000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	223	194.468000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	224	194.495000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	225	194.718000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	226	196.700000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	227	194.641000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	228	194.703000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	229	194.317000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	230	194.855000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	231	194.189000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	232	194.252000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	233	194.447000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	234	194.370000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	235	194.571000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	236	193.365000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	237	193.417000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	238	193.536000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	239	193.459000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	240	193.494000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	241	193.455000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	242	193.509000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	243	193.540000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	244	193.401000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	245	193.580000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	246	195.973000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	247	194.872000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	248	194.753000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	249	194.040000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	250	194.602000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	251	194.397000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	252	193.902000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	253	193.785000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	254	193.281000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	255	193.641000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	256	194.278000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	257	194.221000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	258	194.168000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	259	194.233000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	260	194.238000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	261	195.540000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	262	195.494000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	263	195.223000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	264	201.070000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	265	194.124000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	266	197.207000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	267	195.213000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	268	194.770000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	269	204.759000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	270	193.369000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	271	194.020000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	272	194.013000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	273	194.002000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	274	200.315000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	275	193.413000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	276	194.012000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	277	193.920000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	278	193.975000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	279	200.449000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	280	193.726000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	281	194.112000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	282	194.259000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	283	194.245000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	284	195.945000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	285	194.263000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	286	197.742000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	287	193.961000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	288	194.047000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	289	193.987000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	290	200.773000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	291	194.528000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	292	193.423000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	293	194.313000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	294	193.577000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	295	204.885000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	296	194.458000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	297	194.117000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	298	194.155000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	299	194.164000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	300	194.143000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	301	194.471000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	302	194.599000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	303	194.614000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	304	194.645000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	305	214.549000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	306	197.411000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	307	197.508000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	308	196.226000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	309	196.216000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	310	198.136000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	311	196.234000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	312	196.324000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	313	196.407000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	314	196.408000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	315	196.218000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	316	194.644000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	317	195.242000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	318	195.347000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	319	195.498000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	320	197.192000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	321	194.283000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
1	322	194.694000	ms	total	List	Runner	YourKitSlowdown-1	10000	1		10	
