FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Percent1,Method2,Percent2,Method3,Percent3,Method4,Percent4,Method5,Percent5,Method6,Percent6,Method7,Percent7,Method8,Percent8,Method9,Percent9,Method10,Percent10,Method11,Percent11,Method12,Percent12,Method13,Percent13,Method14,Percent14,Method15,Percent15,Method16,Percent16,Method17,Percent17,Method18,Percent18,Method19,Percent19,Method20,Percent20
100_10_List_NoSlowdown.xml,100,10,List,NoSlowdown,"List$Element.getNext",46.0,"List.isShorterThan",43.8,"List.tail",9.4,"List.makeList",0.5,"java.lang.Integer.valueOf",0.1,"List$Element.length",0.1,"Run.printResult",0.0,"java.io.PrintStream.println",0.0,"List.verifyResult",0.0,"Run.measure",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_List_Slowdown.xml,100,10,List,Slowdown,"List.isShorterThan",64.5,"List$Element.getNext",26.1,"List.tail",9.1,"List.makeList",0.2,"java.lang.Integer.valueOf",0.1,"List$Element.length",0.0,"java.io.PrintStream.println",0.0,"List.benchmark",0.0,"Run.printResult",0.0,"Run.reportBenchmark",0.0,"java.lang.ClassLoader.loadClass",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Mandelbrot_NoSlowdown.xml,100,10,Mandelbrot,NoSlowdown,"Mandelbrot.mandelbrot",100.0,"Run.printTotal",0.0,"Run.reportBenchmark",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Mandelbrot_Slowdown.xml,100,10,Mandelbrot,Slowdown,"Mandelbrot.mandelbrot",100.0,"java.io.PrintStream.println",0.0,"Run.measure",0.0,"Run.printResult",0.0,"Run.runBenchmark",0.0,"java.lang.ClassLoader.loadClass",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_NBody_NoSlowdown.xml,100,10,NBody,NoSlowdown,"nbody.NBodySystem.advance",65.6,"nbody.Body.setVX",11.9,"nbody.Body.setVY",3.7,"nbody.Body.getVX",2.8,"nbody.Body.getX",2.6,"nbody.Body.getZ",2.5,"nbody.Body.getVY",1.9,"nbody.Body.setVZ",1.9,"nbody.Body.getY",1.8,"nbody.Body.getVZ",1.7,"java.lang.Math.sqrt",1.6,"nbody.Body.setZ",0.8,"nbody.Body.setX",0.7,"NBody.innerBenchmarkLoop",0.3,"java.io.PrintStream.println",0.1,"nbody.Body.getMass",0.1,"Run.printResult",0.0,"Harness.processArguments",0.0,"Run.printTotal",0.0,"Run.reportBenchmark",0.0
100_10_NBody_Slowdown.xml,100,10,NBody,Slowdown,"nbody.NBodySystem.advance",33.2,"NBody.innerBenchmarkLoop",15.0,"nbody.Body.getX",13.6,"nbody.Body.getZ",12.9,"nbody.Body.getY",12.4,"nbody.Body.setVX",5.4,"nbody.Body.setVY",1.6,"nbody.Body.getVX",1.6,"java.lang.Math.sqrt",1.3,"nbody.Body.getVZ",1.0,"nbody.Body.getVY",0.7,"nbody.Body.setVZ",0.6,"nbody.Body.setX",0.4,"nbody.Body.setZ",0.2,"Run.printResult",0.0,"nbody.Body.getMass",0.0,"java.io.PrintStream.println",0.0,"Run.reportBenchmark",0.0,"java.lang.ClassLoader.loadClass",0.0,"",0
100_10_Permute_NoSlowdown.xml,100,10,Permute,NoSlowdown,"Permute.permute",69.6,"Permute.swap",30.3,"Permute.benchmark",0.1,"Permute.verifyResult",0.0,"Run.measure",0.0,"Run.printResult",0.0,"Run.printTotal",0.0,"Run.reportBenchmark",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Permute_Slowdown.xml,100,10,Permute,Slowdown,"Permute.permute",66.0,"Permute.swap",33.9,"java.io.PrintStream.println",0.0,"Run.printResult",0.0,"Run.reportBenchmark",0.0,"Harness.processArguments",0.0,"Permute.verifyResult",0.0,"Run.runBenchmark",0.0,"java.lang.ClassLoader.loadClass",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Queens_NoSlowdown.xml,100,10,Queens,NoSlowdown,"Queens.getRowColumn",54.2,"Queens.placeQueen",32.1,"Queens.setRowColumn",10.9,"Queens.queens",1.6,"java.util.Arrays.fill",0.5,"Queens.benchmark",0.3,"Run.printResult",0.1,"java.io.PrintStream.println",0.1,"Benchmark.innerBenchmarkLoop",0.1,"java.util.Arrays.fill",0.1,"Queens.verifyResult",0.0,"Run.printTotal",0.0,"Run.reportBenchmark",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Queens_Slowdown.xml,100,10,Queens,Slowdown,"Queens.getRowColumn",60.0,"Queens.placeQueen",23.6,"Queens.setRowColumn",14.9,"Queens.queens",1.0,"java.util.Arrays.fill",0.2,"Queens.benchmark",0.2,"Run.reportBenchmark",0.0,"java.io.PrintStream.println",0.0,"Benchmark.innerBenchmarkLoop",0.0,"Queens.verifyResult",0.0,"java.util.Arrays.fill",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Richards_NoSlowdown.xml,100,10,Richards,NoSlowdown,"richards.Scheduler.schedule",25.1,"richards.TaskControlBlock.runTask",18.4,"richards.Scheduler$HandlerProcessFunction.apply",9.7,"richards.TaskState.isTaskHoldingOrWaiting",8.2,"richards.Scheduler$DeviceProcessFunction.apply",4.9,"richards.TaskControlBlock.addInputAndCheckPriority",3.6,"richards.Scheduler$IdleProcessFunction.apply",2.8,"richards.TaskState.isWaitingWithPacket",2.4,"richards.Scheduler.findTask",2.3,"richards.Packet.setLink",2.2,"richards.DeviceTaskDataRecord.setPending",2.0,"richards.RBObject.append",1.7,"richards.TaskControlBlock.getIdentity",1.7,"richards.Scheduler$WorkerProcessFunction.apply",1.6,"richards.TaskControlBlock.getLink",1.4,"richards.IdleTaskDataRecord.setControl",1.3,"richards.Scheduler.queuePacket",1.3,"richards.TaskState.setTaskHolding",1.3,"richards.Packet.getIdentity",0.7,"richards.HandlerTaskDataRecord.deviceIn",0.7
100_10_Richards_Slowdown.xml,100,10,Richards,Slowdown,"richards.Scheduler.schedule",27.6,"richards.TaskControlBlock.runTask",18.2,"richards.Scheduler$HandlerProcessFunction.apply",9.1,"richards.TaskState.isTaskHoldingOrWaiting",7.0,"richards.Scheduler$DeviceProcessFunction.apply",5.2,"richards.Scheduler.findTask",5.0,"richards.Packet.setLink",4.0,"richards.TaskControlBlock.addInputAndCheckPriority",3.3,"richards.Scheduler$IdleProcessFunction.apply",2.4,"richards.TaskState.isWaitingWithPacket",1.8,"richards.Scheduler$WorkerProcessFunction.apply",1.8,"richards.TaskControlBlock.getIdentity",1.5,"richards.DeviceTaskDataRecord.setPending",1.2,"richards.HandlerTaskDataRecord.deviceIn",1.2,"richards.Scheduler.queuePacket",1.1,"richards.IdleTaskDataRecord.setControl",1.0,"richards.Packet.getDatum",0.9,"richards.TaskState.setTaskHolding",0.8,"richards.HandlerTaskDataRecord.deviceInAdd",0.8,"richards.RBObject.append",0.8
100_10_Sieve_NoSlowdown.xml,100,10,Sieve,NoSlowdown,"Sieve.sieve",88.4,"java.util.Arrays.fill",10.3,"Sieve.benchmark",1.1,"Benchmark.innerBenchmarkLoop",0.1,"Run.printResult",0.0,"Run.reportBenchmark",0.0,"Run.measure",0.0,"Run.runBenchmark",0.0,"java.io.PrintStream.println",0.0,"java.lang.ClassLoader.loadClass",0.0,"java.lang.Integer.valueOf",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Sieve_Slowdown.xml,100,10,Sieve,Slowdown,"Sieve.sieve",90.9,"java.util.Arrays.fill",8.1,"Sieve.benchmark",0.9,"Benchmark.innerBenchmarkLoop",0.1,"Sieve.verifyResult",0.0,"java.io.PrintStream.println",0.0,"Run.printResult",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Storage_NoSlowdown.xml,100,10,Storage,NoSlowdown,"Storage.buildTreeDepth",60.2,"som.Arrays.setAll",35.6,"som.Random.next",2.3,"Storage.lambda$buildTreeDepth$0",1.8,"Run.printResult",0.1,"java.io.PrintStream.println",0.1,"Run.runBenchmark",0.0,"Storage.verifyResult",0.0,"som.Random.<init>",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Storage_Slowdown.xml,100,10,Storage,Slowdown,"Storage.buildTreeDepth",61.0,"som.Arrays.setAll",34.6,"som.Random.next",3.4,"Storage.lambda$buildTreeDepth$0",1.0,"Run.printResult",0.0,"java.io.PrintStream.println",0.0,"Run.reportBenchmark",0.0,"java.lang.System.nanoTime",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Towers_NoSlowdown.xml,100,10,Towers,NoSlowdown,"Towers.popDiskFrom",31.8,"Towers.moveDisks",20.9,"Towers.pushDisk",18.9,"Towers$TowersDisk.setNext",17.4,"Towers.moveTopDisk",7.4,"Towers$TowersDisk.getSize",3.4,"Towers.benchmark",0.1,"Towers.buildTowerAt",0.1,"Run.printResult",0.0,"java.io.PrintStream.println",0.0,"java.lang.ClassLoader.loadClass",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_10_Towers_Slowdown.xml,100,10,Towers,Slowdown,"Towers.popDiskFrom",33.8,"Towers.moveDisks",20.0,"Towers$TowersDisk.setNext",18.4,"Towers.pushDisk",17.9,"Towers.moveTopDisk",7.9,"Towers$TowersDisk.getSize",1.8,"java.io.PrintStream.println",0.0,"Run.printResult",0.0,"Towers.buildTowerAt",0.0,"Towers.benchmark",0.0,"Benchmark.innerBenchmarkLoop",0.0,"Run.runBenchmark",0.0,"Towers.verifyResult",0.0,"java.lang.System.nanoTime",0.0,"",0,"",0,"",0,"",0,"",0,"",0
100_1_Bounce_NoSlowdown.xml,100,1,Bounce,NoSlowdown,"Bounce$Ball.bounce",63.1,"Bounce.benchmark",25.9,"Bounce$Ball.<init>",3.8,"java.lang.Math.abs",3.8,"java.util.Arrays.setAll",1.5,"Bounce.lambda$benchmark$0",1.0,"som.Random.next",0.9,"java.lang.ClassLoader.loadClass",0.0,"Benchmark.innerBenchmarkLoop",0.0,"Run.printResult",0.0,"Run.reportBenchmark",0.0,"Run.runBenchmark",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_1_Bounce_Slowdown.xml,100,1,Bounce,Slowdown,"Bounce$Ball.bounce",55.8,"Bounce.benchmark",35.9,"Bounce.lambda$benchmark$0",3.2,"java.lang.Math.abs",2.3,"Bounce$Ball.<init>",1.5,"java.util.Arrays.setAll",0.7,"som.Random.next",0.4,"Run.printResult",0.0,"java.io.PrintStream.println",0.0,"Benchmark.innerBenchmarkLoop",0.0,"Bounce.verifyResult",0.0,"Run.getSuiteFromName",0.0,"Run.measure",0.0,"Run.reportBenchmark",0.0,"java.lang.Integer.valueOf",0.0,"",0,"",0,"",0,"",0,"",0
100_1_CD_NoSlowdown.xml,100,1,CD,NoSlowdown,"cd.RedBlackTree.treeInsert",16.8,"cd.CollisionDetector.isInVoxel",13.6,"cd.RedBlackTree.put",10.7,"cd.CallSign.compareTo",8.2,"cd.RedBlackTree.findNode",6.7,"cd.Vector2D.compareTo",3.4,"cd.Vector2D.compareTo",3.2,"cd.Vector2D.compareNumbers",3.0,"cd.RedBlackTree.treeMinimum",2.9,"cd.CallSign.compareTo",2.8,"som.Vector.append",2.7,"cd.CollisionDetector.handleNewFrame",2.5,"cd.RedBlackTree.forEach",2.4,"cd.CollisionDetector.recurse",2.3,"cd.RedBlackTree.leftRotate",2.1,"cd.RedBlackTree$Node.successor",1.8,"som.Vector.<init>",1.6,"cd.CollisionDetector.voxelHash",1.4,"cd.Vector2D.plus",1.1,"cd.Vector2D.<init>",1.1
100_1_CD_Slowdown.xml,100,1,CD,Slowdown,"cd.RedBlackTree.treeInsert",18.8,"cd.CollisionDetector.isInVoxel",13.4,"cd.RedBlackTree.put",11.5,"cd.RedBlackTree.findNode",9.0,"cd.CallSign.compareTo",7.1,"cd.CallSign.compareTo",3.3,"cd.RedBlackTree.leftRotate",2.6,"cd.RedBlackTree$Node.successor",2.5,"cd.Vector2D.compareNumbers",2.5,"cd.Vector2D.compareTo",2.5,"cd.RedBlackTree.forEach",2.2,"cd.CollisionDetector.recurse",2.1,"cd.CollisionDetector.voxelHash",2.0,"cd.RedBlackTree.treeMinimum",2.0,"cd.CollisionDetector.handleNewFrame",1.9,"cd.Vector2D.compareTo",1.7,"som.Vector.append",1.7,"som.Vector.<init>",1.6,"cd.Vector2D.plus",1.3,"cd.Vector2D.minus",1.2
100_1_DeltaBlue_NoSlowdown.xml,100,1,DeltaBlue,NoSlowdown,"java.util.Vector$Itr.next",50.9,"deltablue.Plan.execute",12.6,"som.Vector.forEach",6.9,"deltablue.EqualityConstraint.execute",6.6,"deltablue.ScaleConstraint.execute",4.3,"deltablue.Planner.addPropagate",2.3,"som.Vector.append",1.3,"java.util.Vector.add",1.3,"deltablue.ScaleConstraint.recalculate",1.2,"som.Vector.lambda$remove$0",1.1,"deltablue.AbstractConstraint.satisfy",1.1,"deltablue.Planner.makePlan",0.9,"som.Vector.<init>",0.7,"deltablue.Planner.projectionTest",0.7,"deltablue.Planner.addConstraintsConsumingTo",0.6,"deltablue.BinaryConstraint.getOutput",0.5,"deltablue.BinaryConstraint.isSatisfied",0.5,"deltablue.Planner.removePropagateFrom",0.4,"deltablue.Variable.setWalkStrength",0.4,"deltablue.AbstractConstraint.inputsKnown",0.4
100_1_DeltaBlue_Slowdown.xml,100,1,DeltaBlue,Slowdown,"java.util.Vector$Itr.next",63.3,"deltablue.Plan.execute",8.6,"deltablue.EqualityConstraint.execute",7.4,"som.Vector.forEach",5.3,"deltablue.ScaleConstraint.execute",1.9,"deltablue.Planner.addPropagate",1.3,"som.Vector.append",1.1,"java.util.Vector.add",1.1,"deltablue.AbstractConstraint.inputsKnown",0.7,"deltablue.Variable.getValue",0.7,"deltablue.Planner.makePlan",0.6,"deltablue.ScaleConstraint.recalculate",0.6,"deltablue.AbstractConstraint.satisfy",0.6,"som.Vector.lambda$remove$0",0.5,"deltablue.BinaryConstraint.getOutput",0.4,"deltablue.Planner.removePropagateFrom",0.4,"som.Vector.removeFirst",0.4,"deltablue.Planner.projectionTest",0.4,"som.Vector.<init>",0.4,"deltablue.Planner.addConstraintsConsumingTo",0.3
100_1_Havlak_NoSlowdown.xml,100,1,Havlak,NoSlowdown,"som.Vector.hasSome",31.7,"som.Vector.<init>",19.9,"havlak.HavlakLoopFinder.findLoops",6.1,"som.Vector.append",6.1,"som.Vector.forEach",4.4,"havlak.UnionFindNode.initNode",3.8,"som.Vector.at",2.2,"havlak.HavlakLoopFinder.stepD",2.0,"havlak.HavlakLoopFinder.doDFS",1.9,"havlak.HavlakLoopFinder$5.apply",1.8,"havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$1",1.4,"som.Vector.size",1.3,"som.Dictionary.at",1.3,"havlak.HavlakLoopFinder$2.apply",1.2,"havlak.UnionFindNode.findSet",1.1,"havlak.HavlakLoopFinder.stepEProcessNonBackPreds",0.9,"som.Set.<init>",0.9,"som.Dictionary.transferEntries",0.7,"havlak.HavlakLoopFinder.isAncestor",0.7,"havlak.HavlakLoopFinder.identifyEdges",0.6
100_1_Havlak_Slowdown.xml,100,1,Havlak,Slowdown,"som.Vector.hasSome",28.9,"som.Vector.<init>",23.3,"som.Vector.append",11.3,"havlak.HavlakLoopFinder.findLoops",7.6,"som.Vector.at",3.7,"som.Vector.forEach",2.9,"havlak.HavlakLoopFinder$5.apply",2.0,"havlak.HavlakLoopFinder.doDFS",1.9,"havlak.UnionFindNode.initNode",1.5,"havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$1",1.3,"havlak.UnionFindNode.findSet",1.2,"havlak.HavlakLoopFinder$1.apply",1.0,"havlak.UnionFindNode.getBb",0.9,"som.Vector.size",0.8,"som.Dictionary.at",0.7,"havlak.HavlakLoopFinder.stepD",0.6,"havlak.HavlakLoopFinder.stepEProcessNonBackPreds",0.6,"havlak.HavlakLoopFinder.identifyEdges",0.6,"som.Set.<init>",0.6,"java.lang.Integer.valueOf",0.5
100_1_Json_NoSlowdown.xml,100,1,Json,NoSlowdown,"java.lang.String.equals",36.4,"java.lang.Character.toString",18.4,"json.JsonPureStringParser.read",8.8,"java.lang.StringBuilder.toString",3.2,"java.lang.StringBuilder.append",3.1,"java.lang.String.charAt",2.8,"json.JsonPureStringParser.readStringInternal",2.7,"java.lang.String.hashCode",2.4,"json.JsonPureStringParser.subStringFromTo",2.4,"som.Vector.<init>",2.4,"som.Vector.append",2.4,"json.JsonPureStringParser.readDigit",1.7,"java.lang.StringBuilder.<init>",1.7,"json.JsonPureStringParser.isWhiteSpace",1.6,"json.JsonPureStringParser.readArray",1.6,"json.JsonPureStringParser.readValue",1.4,"json.JsonPureStringParser.endCapture",1.1,"json.JsonPureStringParser.skipWhiteSpace",0.8,"json.JsonPureStringParser.readChar",0.6,"json.JsonPureStringParser.isDigit",0.6
100_1_Json_Slowdown.xml,100,1,Json,Slowdown,"java.lang.String.equals",36.2,"java.lang.Character.toString",19.0,"json.JsonPureStringParser.read",6.4,"java.lang.String.charAt",4.0,"json.JsonPureStringParser.subStringFromTo",3.5,"java.lang.StringBuilder.append",2.9,"java.lang.StringBuilder.toString",2.4,"json.JsonPureStringParser.readStringInternal",2.2,"som.Vector.<init>",2.1,"json.JsonPureStringParser.isWhiteSpace",2.0,"som.Vector.append",1.9,"json.JsonPureStringParser.readArray",1.9,"java.lang.String.hashCode",1.8,"java.lang.StringBuilder.<init>",1.8,"json.JsonPureStringParser.readValue",1.8,"json.JsonPureStringParser.skipWhiteSpace",1.5,"json.JsonPureStringParser.isDigit",1.2,"java.lang.String.length",1.1,"json.JsonObject$HashIndexTable.<init>",1.0,"json.JsonPureStringParser.endCapture",1.0
100_1_List_NoSlowdown.xml,100,1,List,NoSlowdown,"List$Element.getNext",45.9,"List.isShorterThan",44.0,"List.tail",9.3,"List.makeList",0.5,"java.lang.Integer.valueOf",0.1,"List$Element.length",0.1,"Run.printResult",0.0,"Benchmark.innerBenchmarkLoop",0.0,"List.benchmark",0.0,"java.io.PrintStream.println",0.0,"Run.printTotal",0.0,"java.lang.ClassLoader.loadClass",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100_1_List_Slowdown.xml,100,1,List,Slowdown,"List.isShorterThan",65.0,"List$Element.getNext",25.8,"List.tail",8.8,"List.makeList",0.2,"java.lang.Integer.valueOf",0.1,"List$Element.length",0.0,"List.benchmark",0.0,"java.io.PrintStream.println",0.0,"Benchmark.innerBenchmarkLoop",0.0,"Run.printResult",0.0,"Run.runBenchmark",0.0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
